date	estado	regiao	variavel	quantidade
2020-03-17	Rio Grande do Sul	Sul	Confirmados	10
2020-03-17	Rio Grande do Sul	Sul	Mortes	0
2020-03-17	Rondônia	Norte	Suspeitos	38
2020-03-17	Rondônia	Norte	Descartados	3
2020-03-17	Rondônia	Norte	Confirmados	0
2020-03-17	Rondônia	Norte	Mortes	0
2020-03-17	Roraima	Norte	Suspeitos	5
2020-03-17	Roraima	Norte	Descartados	0
2020-03-17	Roraima	Norte	Confirmados	0
2020-03-17	Roraima	Norte	Mortes	0
2020-03-17	Santa Catarina	Sul	Suspeitos	220
2020-03-17	Santa Catarina	Sul	Descartados	55
2020-03-17	Santa Catarina	Sul	Confirmados	7
2020-03-17	Santa Catarina	Sul	Mortes	0
2020-03-17	São Paulo	Sudeste	Suspeitos	5047
2020-03-17	São Paulo	Sudeste	Descartados	709
2020-03-17	São Paulo	Sudeste	Confirmados	164
2020-03-17	São Paulo	Sudeste	Mortes	1
2020-03-17	Sergipe	Nordeste	Suspeitos	7
2020-03-17	Sergipe	Nordeste	Descartados	12
2020-03-17	Sergipe	Nordeste	Confirmados	4
2020-03-17	Sergipe	Nordeste	Mortes	0
2020-03-17	Tocantins	Norte	Suspeitos	11
2020-03-17	Tocantins	Norte	Descartados	0
2020-03-17	Tocantins	Norte	Confirmados	0
2020-03-17	Tocantins	Norte	Mortes	0
2020-03-18	Acre	Norte	Suspeitos	12
2020-03-18	Acre	Norte	Descartados	0
2020-03-18	Acre	Norte	Confirmados	0
2020-03-18	Acre	Norte	Mortes	0
2020-03-18	Alagoas	Nordeste	Suspeitos	43
2020-03-18	Alagoas	Nordeste	Descartados	22
2020-03-18	Alagoas	Nordeste	Confirmados	1
2020-03-18	Alagoas	Nordeste	Mortes	0
2020-03-18	Amapá	Norte	Suspeitos	15
2020-03-18	Amapá	Norte	Descartados	0
2020-03-18	Amapá	Norte	Confirmados	0
2020-03-18	Amapá	Norte	Mortes	0
2020-03-18	Amazonas	Norte	Suspeitos	18
2020-03-18	Amazonas	Norte	Descartados	26
2020-03-18	Amazonas	Norte	Confirmados	1
2020-03-18	Amazonas	Norte	Mortes	0
2020-03-18	Bahia	Nordeste	Suspeitos	573
2020-03-18	Bahia	Nordeste	Descartados	36
2020-03-18	Bahia	Nordeste	Confirmados	3
2020-03-18	Bahia	Nordeste	Mortes	0
2020-03-18	Ceará	Nordeste	Suspeitos	493
2020-03-18	Ceará	Nordeste	Descartados	89
2020-03-18	Ceará	Nordeste	Confirmados	9
2020-03-18	Ceará	Nordeste	Mortes	0
2020-03-18	Distrito Federal	Centro-Oeste	Suspeitos	327
2020-03-18	Distrito Federal	Centro-Oeste	Descartados	107
2020-03-18	Distrito Federal	Centro-Oeste	Confirmados	26
2020-03-18	Distrito Federal	Centro-Oeste	Mortes	0
2020-03-18	Espírito Santo	Sudeste	Suspeitos	71
2020-03-18	Espírito Santo	Sudeste	Descartados	21
2020-03-18	Espírito Santo	Sudeste	Confirmados	9
2020-03-18	Espírito Santo	Sudeste	Mortes	0
2020-03-18	Goiás	Centro-Oeste	Suspeitos	353
2020-03-18	Goiás	Centro-Oeste	Descartados	55
2020-03-18	Goiás	Centro-Oeste	Confirmados	8
2020-03-18	Goiás	Centro-Oeste	Mortes	0
2020-03-18	Maranhão	Nordeste	Suspeitos	125
2020-03-18	Maranhão	Nordeste	Descartados	13
2020-03-18	Maranhão	Nordeste	Confirmados	0
2020-03-18	Maranhão	Nordeste	Mortes	0
2020-03-18	Mato Grosso	Centro-Oeste	Suspeitos	45
2020-03-18	Mato Grosso	Centro-Oeste	Descartados	8
2020-03-18	Mato Grosso	Centro-Oeste	Confirmados	0
2020-03-18	Mato Grosso	Centro-Oeste	Mortes	0
2020-03-18	Mato Grosso do Sul	Centro-Oeste	Suspeitos	93
2020-03-18	Mato Grosso do Sul	Centro-Oeste	Descartados	26
2020-03-18	Mato Grosso do Sul	Centro-Oeste	Confirmados	7
2020-03-18	Mato Grosso do Sul	Centro-Oeste	Mortes	0
2020-03-18	Minas Gerais	Sudeste	Suspeitos	925
2020-03-18	Minas Gerais	Sudeste	Descartados	104
2020-03-18	Minas Gerais	Sudeste	Confirmados	15
2020-03-18	Minas Gerais	Sudeste	Mortes	0
2020-03-18	Pará	Norte	Suspeitos	43
2020-03-18	Pará	Norte	Descartados	23
2020-03-18	Pará	Norte	Confirmados	0
2020-03-18	Pará	Norte	Mortes	0
2020-03-18	Paraíba	Nordeste	Suspeitos	85
2020-03-18	Paraíba	Nordeste	Descartados	11
2020-03-18	Paraíba	Nordeste	Confirmados	0
2020-03-18	Paraíba	Nordeste	Mortes	0
2020-03-18	Paraná	Sul	Suspeitos	400
2020-03-18	Paraná	Sul	Descartados	119
2020-03-18	Paraná	Sul	Confirmados	13
2020-03-18	Paraná	Sul	Mortes	0
2020-03-18	Pernambuco	Nordeste	Suspeitos	89
2020-03-18	Pernambuco	Nordeste	Descartados	23
2020-03-18	Pernambuco	Nordeste	Confirmados	16
2020-03-18	Pernambuco	Nordeste	Mortes	0
2020-03-18	Piauí	Nordeste	Suspeitos	12
2020-03-18	Piauí	Nordeste	Descartados	2
2020-03-18	Piauí	Nordeste	Confirmados	0
2020-03-18	Piauí	Nordeste	Mortes	0
2020-03-18	Rio de Janeiro	Sudeste	Suspeitos	1254
2020-03-18	Rio de Janeiro	Sudeste	Descartados	148
2020-03-18	Rio de Janeiro	Sudeste	Confirmados	45
2020-03-18	Rio de Janeiro	Sudeste	Mortes	0
2020-03-18	Rio Grande do Norte	Nordeste	Suspeitos	108
2020-03-18	Rio Grande do Norte	Nordeste	Descartados	22
2020-03-18	Rio Grande do Norte	Nordeste	Confirmados	1
2020-03-18	Rio Grande do Norte	Nordeste	Mortes	0
2020-03-18	Rio Grande do Sul	Sul	Suspeitos	416
2020-03-18	Rio Grande do Sul	Sul	Descartados	330
2020-03-18	Rio Grande do Sul	Sul	Confirmados	19
2020-03-18	Rio Grande do Sul	Sul	Mortes	0
2020-03-18	Rondônia	Norte	Suspeitos	61
2020-03-18	Rondônia	Norte	Descartados	2
2020-03-18	Rondônia	Norte	Confirmados	0
2020-03-18	Rondônia	Norte	Mortes	0
2020-03-18	Roraima	Norte	Suspeitos	9
2020-03-18	Roraima	Norte	Descartados	0
2020-03-18	Roraima	Norte	Confirmados	0
2020-03-18	Roraima	Norte	Mortes	0
2020-03-18	Santa Catarina	Sul	Suspeitos	346
2020-03-18	Santa Catarina	Sul	Descartados	47
2020-03-18	Santa Catarina	Sul	Confirmados	10
2020-03-18	Santa Catarina	Sul	Mortes	0
2020-03-18	São Paulo	Sudeste	Suspeitos	5334
2020-03-18	São Paulo	Sudeste	Descartados	596
2020-03-18	São Paulo	Sudeste	Confirmados	240
2020-03-18	São Paulo	Sudeste	Mortes	4
2020-03-18	Sergipe	Nordeste	Suspeitos	15
2020-03-18	Sergipe	Nordeste	Descartados	11
2020-03-18	Sergipe	Nordeste	Confirmados	5
2020-03-18	Sergipe	Nordeste	Mortes	0
2020-03-18	Tocantins	Norte	Suspeitos	13
2020-03-18	Tocantins	Norte	Descartados	0
2020-03-18	Tocantins	Norte	Confirmados	0
2020-03-18	Tocantins	Norte	Mortes	0
2020-03-19	Acre	Norte	Suspeitos	103
2020-03-19	Acre	Norte	Descartados	0
2020-03-19	Acre	Norte	Confirmados	4
2020-03-19	Acre	Norte	Mortes	0
2020-03-19	Alagoas	Nordeste	Suspeitos	38
2020-03-19	Alagoas	Nordeste	Descartados	29
2020-03-19	Alagoas	Nordeste	Confirmados	4
2020-03-19	Alagoas	Nordeste	Mortes	0
2020-03-19	Amapá	Norte	Suspeitos	64
2020-03-19	Amapá	Norte	Descartados	0
2020-03-19	Amapá	Norte	Confirmados	0
2020-03-19	Amapá	Norte	Mortes	0
2020-03-19	Amazonas	Norte	Suspeitos	7
2020-03-19	Amazonas	Norte	Descartados	42
2020-03-19	Amazonas	Norte	Confirmados	3
2020-03-19	Amazonas	Norte	Mortes	0
2020-03-19	Bahia	Nordeste	Suspeitos	525
2020-03-19	Bahia	Nordeste	Descartados	443
2020-03-19	Bahia	Nordeste	Confirmados	30
2020-03-19	Bahia	Nordeste	Mortes	0
2020-03-19	Ceará	Nordeste	Suspeitos	259
2020-03-19	Ceará	Nordeste	Descartados	118
2020-03-19	Ceará	Nordeste	Confirmados	24
2020-03-19	Ceará	Nordeste	Mortes	0
2020-03-19	Distrito Federal	Centro-Oeste	Suspeitos	235
2020-03-19	Distrito Federal	Centro-Oeste	Descartados	134
2020-03-19	Distrito Federal	Centro-Oeste	Confirmados	84
2020-03-19	Distrito Federal	Centro-Oeste	Mortes	0
2020-03-19	Espírito Santo	Sudeste	Suspeitos	488
2020-03-19	Espírito Santo	Sudeste	Descartados	148
2020-03-19	Espírito Santo	Sudeste	Confirmados	13
2020-03-19	Espírito Santo	Sudeste	Mortes	0
2020-03-19	Goiás	Centro-Oeste	Suspeitos	303
2020-03-19	Goiás	Centro-Oeste	Descartados	98
2020-03-19	Goiás	Centro-Oeste	Confirmados	15
2020-03-19	Goiás	Centro-Oeste	Mortes	0
2020-03-19	Maranhão	Nordeste	Suspeitos	205
2020-03-19	Maranhão	Nordeste	Descartados	22
2020-03-19	Maranhão	Nordeste	Confirmados	0
2020-03-19	Maranhão	Nordeste	Mortes	0
2020-03-19	Mato Grosso	Centro-Oeste	Suspeitos	59
2020-03-19	Mato Grosso	Centro-Oeste	Descartados	11
2020-03-19	Mato Grosso	Centro-Oeste	Confirmados	0
2020-03-19	Mato Grosso	Centro-Oeste	Mortes	0
2020-03-19	Mato Grosso do Sul	Centro-Oeste	Suspeitos	39
2020-03-19	Mato Grosso do Sul	Centro-Oeste	Descartados	123
2020-03-19	Mato Grosso do Sul	Centro-Oeste	Confirmados	9
2020-03-19	Mato Grosso do Sul	Centro-Oeste	Mortes	0
2020-03-19	Minas Gerais	Sudeste	Suspeitos	2140
2020-03-19	Minas Gerais	Sudeste	Descartados	104
2020-03-19	Minas Gerais	Sudeste	Confirmados	29
2020-03-19	Minas Gerais	Sudeste	Mortes	0
2020-03-19	Pará	Norte	Suspeitos	74
2020-03-19	Pará	Norte	Descartados	32
2020-03-19	Pará	Norte	Confirmados	0
2020-03-19	Pará	Norte	Mortes	0
2020-03-19	Paraíba	Nordeste	Suspeitos	138
2020-03-19	Paraíba	Nordeste	Descartados	16
2020-03-19	Paraíba	Nordeste	Confirmados	1
2020-03-19	Paraíba	Nordeste	Mortes	0
2020-03-19	Paraná	Sul	Suspeitos	146
2020-03-19	Paraná	Sul	Descartados	122
2020-03-19	Paraná	Sul	Confirmados	23
2020-03-19	Paraná	Sul	Mortes	0
2020-03-19	Pernambuco	Nordeste	Suspeitos	311
2020-03-19	Pernambuco	Nordeste	Descartados	166
2020-03-19	Pernambuco	Nordeste	Confirmados	28
2020-03-19	Pernambuco	Nordeste	Mortes	0
2020-03-19	Piauí	Nordeste	Suspeitos	65
2020-03-19	Piauí	Nordeste	Descartados	2
2020-03-19	Piauí	Nordeste	Confirmados	3
2020-03-19	Piauí	Nordeste	Mortes	0
2020-03-19	Rio de Janeiro	Sudeste	Suspeitos	1254
2020-03-19	Rio de Janeiro	Sudeste	Descartados	148
2020-03-19	Rio de Janeiro	Sudeste	Confirmados	66
2020-03-19	Rio de Janeiro	Sudeste	Mortes	2
2020-03-19	Rio Grande do Norte	Nordeste	Suspeitos	131
2020-03-19	Rio Grande do Norte	Nordeste	Descartados	41
2020-03-19	Rio Grande do Norte	Nordeste	Confirmados	1
2020-03-19	Rio Grande do Norte	Nordeste	Mortes	0
2020-03-19	Rio Grande do Sul	Sul	Suspeitos	208
2020-03-19	Rio Grande do Sul	Sul	Descartados	370
2020-03-19	Rio Grande do Sul	Sul	Confirmados	31
2020-03-19	Rio Grande do Sul	Sul	Mortes	0
2020-03-19	Rondônia	Norte	Suspeitos	84
2020-03-19	Rondônia	Norte	Descartados	8
2020-03-19	Rondônia	Norte	Confirmados	0
2020-03-19	Rondônia	Norte	Mortes	0
2020-03-19	Roraima	Norte	Suspeitos	21
2020-03-19	Roraima	Norte	Descartados	9
2020-03-19	Roraima	Norte	Confirmados	0
2020-03-19	Roraima	Norte	Mortes	0
2020-03-19	Santa Catarina	Sul	Suspeitos	273
2020-03-19	Santa Catarina	Sul	Descartados	73
2020-03-19	Santa Catarina	Sul	Confirmados	21
2020-03-19	Santa Catarina	Sul	Mortes	0
2020-03-19	São Paulo	Sudeste	Suspeitos	7669
2020-03-19	São Paulo	Sudeste	Descartados	596
2020-03-19	São Paulo	Sudeste	Confirmados	286
2020-03-19	São Paulo	Sudeste	Mortes	5
2020-03-19	Sergipe	Nordeste	Suspeitos	9
2020-03-19	Sergipe	Nordeste	Descartados	45
2020-03-19	Sergipe	Nordeste	Confirmados	6
2020-03-19	Sergipe	Nordeste	Mortes	0
2020-03-19	Tocantins	Norte	Suspeitos	38
2020-03-19	Tocantins	Norte	Descartados	0
2020-03-19	Tocantins	Norte	Confirmados	1
2020-03-19	Tocantins	Norte	Mortes	0
2020-03-20	Acre	Norte	Suspeitos	137
2020-03-20	Acre	Norte	Descartados	120
2020-03-20	Acre	Norte	Confirmados	7
2020-03-20	Acre	Norte	Mortes	0
2020-03-20	Alagoas	Nordeste	Suspeitos	53
2020-03-20	Alagoas	Nordeste	Descartados	38
2020-03-20	Alagoas	Nordeste	Confirmados	6
2020-03-20	Alagoas	Nordeste	Mortes	0
2020-03-20	Amapá	Norte	Suspeitos	24
2020-03-20	Amapá	Norte	Descartados	49
2020-03-20	Amapá	Norte	Confirmados	1
2020-03-20	Amapá	Norte	Mortes	0
2020-03-20	Amazonas	Norte	Suspeitos	13
2020-03-20	Amazonas	Norte	Descartados	52
2020-03-20	Amazonas	Norte	Confirmados	7
2020-03-20	Amazonas	Norte	Mortes	0
2020-03-20	Bahia	Nordeste	Suspeitos	818
2020-03-20	Bahia	Nordeste	Descartados	459
2020-03-20	Bahia	Nordeste	Confirmados	33
2020-03-20	Bahia	Nordeste	Mortes	0
2020-03-20	Ceará	Nordeste	Suspeitos	259
2020-03-20	Ceará	Nordeste	Descartados	118
2020-03-20	Ceará	Nordeste	Confirmados	68
2020-03-20	Ceará	Nordeste	Mortes	0
2020-03-20	Distrito Federal	Centro-Oeste	Suspeitos	0
2020-03-20	Distrito Federal	Centro-Oeste	Descartados	0
2020-03-20	Distrito Federal	Centro-Oeste	Confirmados	87
2020-03-20	Distrito Federal	Centro-Oeste	Mortes	0
2020-03-20	Espírito Santo	Sudeste	Suspeitos	486
2020-03-20	Espírito Santo	Sudeste	Descartados	153
2020-03-20	Espírito Santo	Sudeste	Confirmados	16
2020-03-20	Espírito Santo	Sudeste	Mortes	0
2020-03-20	Goiás	Centro-Oeste	Suspeitos	506
2020-03-20	Goiás	Centro-Oeste	Descartados	98
2020-03-20	Goiás	Centro-Oeste	Confirmados	18
2020-03-20	Goiás	Centro-Oeste	Mortes	0
2020-03-20	Maranhão	Nordeste	Suspeitos	204
2020-03-20	Maranhão	Nordeste	Descartados	22
2020-03-20	Maranhão	Nordeste	Confirmados	1
2020-03-20	Maranhão	Nordeste	Mortes	0
2020-03-20	Mato Grosso	Centro-Oeste	Suspeitos	73
2020-03-20	Mato Grosso	Centro-Oeste	Descartados	16
2020-03-20	Mato Grosso	Centro-Oeste	Confirmados	1
2020-03-20	Mato Grosso	Centro-Oeste	Mortes	0
2020-03-20	Mato Grosso do Sul	Centro-Oeste	Suspeitos	52
2020-03-20	Mato Grosso do Sul	Centro-Oeste	Descartados	134
2020-03-20	Mato Grosso do Sul	Centro-Oeste	Confirmados	12
2020-03-20	Mato Grosso do Sul	Centro-Oeste	Mortes	0
2020-03-20	Minas Gerais	Sudeste	Suspeitos	4084
2020-03-20	Minas Gerais	Sudeste	Descartados	0
2020-03-20	Minas Gerais	Sudeste	Confirmados	38
2020-03-20	Minas Gerais	Sudeste	Mortes	0
2020-03-20	Pará	Norte	Suspeitos	72
2020-03-20	Pará	Norte	Descartados	32
2020-03-20	Pará	Norte	Confirmados	2
2020-03-20	Pará	Norte	Mortes	0
2020-03-20	Paraíba	Nordeste	Suspeitos	73
2020-03-20	Paraíba	Nordeste	Descartados	40
2020-03-20	Paraíba	Nordeste	Confirmados	1
2020-03-20	Paraíba	Nordeste	Mortes	0
2020-03-20	Paraná	Sul	Suspeitos	202
2020-03-20	Paraná	Sul	Descartados	137
2020-03-20	Paraná	Sul	Confirmados	36
2020-03-20	Paraná	Sul	Mortes	0
2020-03-20	Pernambuco	Nordeste	Suspeitos	308
2020-03-20	Pernambuco	Nordeste	Descartados	166
2020-03-20	Pernambuco	Nordeste	Confirmados	31
2020-03-20	Pernambuco	Nordeste	Mortes	0
2020-03-20	Piauí	Nordeste	Suspeitos	161
2020-03-20	Piauí	Nordeste	Descartados	56
2020-03-20	Piauí	Nordeste	Confirmados	4
2020-03-20	Piauí	Nordeste	Mortes	0
2020-03-20	Rio de Janeiro	Sudeste	Suspeitos	0
2020-03-20	Rio de Janeiro	Sudeste	Descartados	0
2020-03-20	Rio de Janeiro	Sudeste	Confirmados	119
2020-03-20	Rio de Janeiro	Sudeste	Mortes	3
2020-03-20	Rio Grande do Norte	Nordeste	Suspeitos	131
2020-03-20	Rio Grande do Norte	Nordeste	Descartados	0
2020-03-20	Rio Grande do Norte	Nordeste	Confirmados	6
2020-03-20	Rio Grande do Norte	Nordeste	Mortes	0
2020-03-20	Rio Grande do Sul	Sul	Suspeitos	295
2020-03-20	Rio Grande do Sul	Sul	Descartados	495
2020-03-20	Rio Grande do Sul	Sul	Confirmados	43
2020-03-20	Rio Grande do Sul	Sul	Mortes	0
2020-03-20	Rondônia	Norte	Suspeitos	114
2020-03-20	Rondônia	Norte	Descartados	9
2020-03-20	Rondônia	Norte	Confirmados	1
2020-03-20	Rondônia	Norte	Mortes	0
2020-03-20	Roraima	Norte	Suspeitos	16
2020-03-20	Roraima	Norte	Descartados	12
2020-03-20	Roraima	Norte	Confirmados	0
2020-03-20	Roraima	Norte	Mortes	0
2020-03-20	Santa Catarina	Sul	Suspeitos	361
2020-03-20	Santa Catarina	Sul	Descartados	0
2020-03-20	Santa Catarina	Sul	Confirmados	40
2020-03-20	Santa Catarina	Sul	Mortes	0
2020-03-20	São Paulo	Sudeste	Suspeitos	9023
2020-03-20	São Paulo	Sudeste	Descartados	775
2020-03-20	São Paulo	Sudeste	Confirmados	345
2020-03-20	São Paulo	Sudeste	Mortes	9
2020-03-20	Sergipe	Nordeste	Suspeitos	25
2020-03-20	Sergipe	Nordeste	Descartados	41
2020-03-20	Sergipe	Nordeste	Confirmados	7
2020-03-20	Sergipe	Nordeste	Mortes	0
2020-03-20	Tocantins	Norte	Suspeitos	67
2020-03-20	Tocantins	Norte	Descartados	16
2020-03-20	Tocantins	Norte	Confirmados	1
2020-03-20	Tocantins	Norte	Mortes	0
2020-03-21	Acre	Norte	Suspeitos	5
2020-03-21	Acre	Norte	Descartados	139
2020-03-21	Acre	Norte	Confirmados	11
2020-03-21	Acre	Norte	Mortes	0
2020-03-21	Alagoas	Nordeste	Suspeitos	59
2020-03-21	Alagoas	Nordeste	Descartados	47
2020-03-21	Alagoas	Nordeste	Confirmados	7
2020-03-21	Alagoas	Nordeste	Mortes	0
2020-03-21	Amapá	Norte	Suspeitos	55
2020-03-21	Amapá	Norte	Descartados	59
2020-03-21	Amapá	Norte	Confirmados	1
2020-03-21	Amapá	Norte	Mortes	0
2020-03-21	Amazonas	Norte	Suspeitos	23
2020-03-21	Amazonas	Norte	Descartados	66
2020-03-21	Amazonas	Norte	Confirmados	11
2020-03-21	Amazonas	Norte	Mortes	0
2020-03-21	Bahia	Nordeste	Suspeitos	1068
2020-03-21	Bahia	Nordeste	Descartados	535
2020-03-21	Bahia	Nordeste	Confirmados	41
2020-03-21	Bahia	Nordeste	Mortes	0
2020-03-21	Ceará	Nordeste	Suspeitos	0
2020-03-21	Ceará	Nordeste	Descartados	0
2020-03-21	Ceará	Nordeste	Confirmados	84
2020-03-21	Ceará	Nordeste	Mortes	0
2020-03-21	Distrito Federal	Centro-Oeste	Suspeitos	2717
2020-03-21	Distrito Federal	Centro-Oeste	Descartados	1485
2020-03-21	Distrito Federal	Centro-Oeste	Confirmados	108
2020-03-21	Distrito Federal	Centro-Oeste	Mortes	0
2020-03-21	Espírito Santo	Sudeste	Suspeitos	486
2020-03-21	Espírito Santo	Sudeste	Descartados	153
2020-03-21	Espírito Santo	Sudeste	Confirmados	26
2020-03-21	Espírito Santo	Sudeste	Mortes	0
2020-03-21	Goiás	Centro-Oeste	Suspeitos	303
2020-03-21	Goiás	Centro-Oeste	Descartados	98
2020-03-21	Goiás	Centro-Oeste	Confirmados	18
2020-03-21	Goiás	Centro-Oeste	Mortes	0
2020-03-21	Maranhão	Nordeste	Suspeitos	214
2020-03-21	Maranhão	Nordeste	Descartados	135
2020-03-21	Maranhão	Nordeste	Confirmados	1
2020-03-21	Maranhão	Nordeste	Mortes	0
2020-03-21	Mato Grosso	Centro-Oeste	Suspeitos	73
2020-03-21	Mato Grosso	Centro-Oeste	Descartados	16
2020-03-21	Mato Grosso	Centro-Oeste	Confirmados	2
2020-03-21	Mato Grosso	Centro-Oeste	Mortes	0
2020-03-21	Mato Grosso do Sul	Centro-Oeste	Suspeitos	50
2020-03-21	Mato Grosso do Sul	Centro-Oeste	Descartados	159
2020-03-21	Mato Grosso do Sul	Centro-Oeste	Confirmados	16
2020-03-21	Mato Grosso do Sul	Centro-Oeste	Mortes	0
2020-03-21	Minas Gerais	Sudeste	Suspeitos	5862
2020-03-21	Minas Gerais	Sudeste	Descartados	0
2020-03-21	Minas Gerais	Sudeste	Confirmados	55
2020-03-21	Minas Gerais	Sudeste	Mortes	0
2020-03-21	Pará	Norte	Suspeitos	234
2020-03-21	Pará	Norte	Descartados	76
2020-03-21	Pará	Norte	Confirmados	2
2020-03-21	Pará	Norte	Mortes	0
2020-03-21	Paraíba	Nordeste	Suspeitos	73
2020-03-21	Paraíba	Nordeste	Descartados	40
2020-03-21	Paraíba	Nordeste	Confirmados	2
2020-03-21	Paraíba	Nordeste	Mortes	0
2020-03-21	Paraná	Sul	Suspeitos	273
2020-03-21	Paraná	Sul	Descartados	172
2020-03-21	Paraná	Sul	Confirmados	43
2020-03-21	Paraná	Sul	Mortes	0
2020-03-21	Pernambuco	Nordeste	Suspeitos	311
2020-03-21	Pernambuco	Nordeste	Descartados	166
2020-03-21	Pernambuco	Nordeste	Confirmados	28
2020-03-21	Pernambuco	Nordeste	Mortes	0
2020-03-21	Piauí	Nordeste	Suspeitos	129
2020-03-21	Piauí	Nordeste	Descartados	62
2020-03-21	Piauí	Nordeste	Confirmados	4
2020-03-21	Piauí	Nordeste	Mortes	0
2020-03-21	Rio de Janeiro	Sudeste	Suspeitos	0
2020-03-21	Rio de Janeiro	Sudeste	Descartados	0
2020-03-21	Rio de Janeiro	Sudeste	Confirmados	119
2020-03-21	Rio de Janeiro	Sudeste	Mortes	3
2020-03-21	Rio Grande do Norte	Nordeste	Suspeitos	131
2020-03-21	Rio Grande do Norte	Nordeste	Descartados	0
2020-03-21	Rio Grande do Norte	Nordeste	Confirmados	6
2020-03-21	Rio Grande do Norte	Nordeste	Mortes	0
2020-03-21	Rio Grande do Sul	Sul	Suspeitos	295
2020-03-21	Rio Grande do Sul	Sul	Descartados	495
2020-03-21	Rio Grande do Sul	Sul	Confirmados	61
2020-03-21	Rio Grande do Sul	Sul	Mortes	0
2020-03-21	Rondônia	Norte	Suspeitos	137
2020-03-21	Rondônia	Norte	Descartados	9
2020-03-21	Rondônia	Norte	Confirmados	3
2020-03-21	Rondônia	Norte	Mortes	0
2020-03-21	Roraima	Norte	Suspeitos	9
2020-03-21	Roraima	Norte	Descartados	14
2020-03-21	Roraima	Norte	Confirmados	2
2020-03-21	Roraima	Norte	Mortes	0
2020-03-21	Santa Catarina	Sul	Suspeitos	361
2020-03-21	Santa Catarina	Sul	Descartados	0
2020-03-21	Santa Catarina	Sul	Confirmados	51
2020-03-21	Santa Catarina	Sul	Mortes	0
2020-03-21	São Paulo	Sudeste	Suspeitos	0
2020-03-21	São Paulo	Sudeste	Descartados	0
2020-03-21	São Paulo	Sudeste	Confirmados	459
2020-03-21	São Paulo	Sudeste	Mortes	15
2020-03-21	Sergipe	Nordeste	Suspeitos	0
2020-03-21	Sergipe	Nordeste	Descartados	0
2020-03-21	Sergipe	Nordeste	Confirmados	10
2020-03-21	Sergipe	Nordeste	Mortes	0
2020-03-21	Tocantins	Norte	Suspeitos	79
2020-03-21	Tocantins	Norte	Descartados	17
2020-03-21	Tocantins	Norte	Confirmados	2
2020-03-21	Tocantins	Norte	Mortes	0
2020-03-22	Acre	Norte	Suspeitos	0
2020-03-22	Acre	Norte	Descartados	0
2020-03-22	Acre	Norte	Confirmados	11
2020-03-22	Acre	Norte	Mortes	0
2020-03-22	Alagoas	Nordeste	Suspeitos	89
2020-03-22	Alagoas	Nordeste	Descartados	63
2020-03-22	Alagoas	Nordeste	Confirmados	7
2020-03-22	Alagoas	Nordeste	Mortes	0
2020-03-22	Amapá	Norte	Suspeitos	84
2020-03-22	Amapá	Norte	Descartados	49
2020-03-22	Amapá	Norte	Confirmados	1
2020-03-22	Amapá	Norte	Mortes	0
2020-03-22	Amazonas	Norte	Suspeitos	0
2020-03-22	Amazonas	Norte	Descartados	0
2020-03-22	Amazonas	Norte	Confirmados	26
2020-03-22	Amazonas	Norte	Mortes	0
2020-03-22	Bahia	Nordeste	Suspeitos	601
2020-03-22	Bahia	Nordeste	Descartados	0
2020-03-22	Bahia	Nordeste	Confirmados	49
2020-03-22	Bahia	Nordeste	Mortes	0
2020-03-22	Ceará	Nordeste	Suspeitos	0
2020-03-22	Ceará	Nordeste	Descartados	0
2020-03-22	Ceará	Nordeste	Confirmados	125
2020-03-22	Ceará	Nordeste	Mortes	0
2020-03-22	Distrito Federal	Centro-Oeste	Suspeitos	3301
2020-03-22	Distrito Federal	Centro-Oeste	Descartados	1815
2020-03-22	Distrito Federal	Centro-Oeste	Confirmados	117
2020-03-22	Distrito Federal	Centro-Oeste	Mortes	0
2020-03-22	Espírito Santo	Sudeste	Suspeitos	696
2020-03-22	Espírito Santo	Sudeste	Descartados	252
2020-03-22	Espírito Santo	Sudeste	Confirmados	26
2020-03-22	Espírito Santo	Sudeste	Mortes	0
2020-03-22	Goiás	Centro-Oeste	Suspeitos	765
2020-03-22	Goiás	Centro-Oeste	Descartados	170
2020-03-22	Goiás	Centro-Oeste	Confirmados	21
2020-03-22	Goiás	Centro-Oeste	Mortes	0
2020-03-22	Maranhão	Nordeste	Suspeitos	280
2020-03-22	Maranhão	Nordeste	Descartados	136
2020-03-22	Maranhão	Nordeste	Confirmados	2
2020-03-22	Maranhão	Nordeste	Mortes	0
2020-03-22	Mato Grosso	Centro-Oeste	Suspeitos	0
2020-03-22	Mato Grosso	Centro-Oeste	Descartados	0
2020-03-22	Mato Grosso	Centro-Oeste	Confirmados	2
2020-03-22	Mato Grosso	Centro-Oeste	Mortes	0
2020-03-22	Mato Grosso do Sul	Centro-Oeste	Suspeitos	76
2020-03-22	Mato Grosso do Sul	Centro-Oeste	Descartados	164
2020-03-22	Mato Grosso do Sul	Centro-Oeste	Confirmados	21
2020-03-22	Mato Grosso do Sul	Centro-Oeste	Mortes	0
2020-03-22	Minas Gerais	Sudeste	Suspeitos	7190
2020-03-22	Minas Gerais	Sudeste	Descartados	0
2020-03-22	Minas Gerais	Sudeste	Confirmados	83
2020-03-22	Minas Gerais	Sudeste	Mortes	0
2020-03-22	Pará	Norte	Suspeitos	207
2020-03-22	Pará	Norte	Descartados	101
2020-03-22	Pará	Norte	Confirmados	4
2020-03-22	Pará	Norte	Mortes	0
